,features,num_rows,num_features
611,"('tube_assembly_id', 'supplier', 'quote_date', 'annual_usage', 'min_order_quantity', 'bracket_pricing', 'quantity', 'material_id', 'diameter', 'wall', 'length', 'num_bends', 'bend_radius', 'end_a_1x', 'end_a_2x', 'end_x_1x', 'end_x_2x', 'end_a', 'end_x', 'num_boss', 'num_bracket', 'other', 'end_a_forming', 'end_x_forming', 'component_id_1', 'quantity_1', 'component_id_2', 'quantity_2', 'component_id_3', 'quantity_3', 'name_1', 'component_type_id_1', 'part_name_other_1', 'weight_other_1', 'name_2', 'component_type_id_2', 'part_name_other_2', 'name_3', 'component_type_id_3', 'part_name_other_3', 'weight_other_3', 'spec1')",1,42
612,"('tube_assembly_id', 'supplier', 'quote_date', 'annual_usage', 'min_order_quantity', 'bracket_pricing', 'quantity', 'material_id', 'diameter', 'wall', 'length', 'num_bends', 'bend_radius', 'end_a_1x', 'end_a_2x', 'end_x_1x', 'end_x_2x', 'end_a', 'end_x', 'num_boss', 'num_bracket', 'other', 'end_a_forming', 'end_x_forming', 'component_id_1', 'quantity_1', 'component_id_2', 'quantity_2', 'component_id_3', 'quantity_3', 'name_1', 'component_type_id_1', 'hex_nut_size_nut_1', 'seat_angle_nut_1', 'length_nut_1', 'thread_size_nut_1', 'thread_pitch_nut_1', 'orientation_nut_1', 'weight_nut_1', 'component_type_nut_1', 'name_2', 'component_type_id_2', 'length_sleeve_2', 'intended_nut_thread_sleeve_2', 'intended_nut_pitch_sleeve_2', 'unique_feature_sleeve_2', 'plating_sleeve_2', 'orientation_sleeve_2', 'weight_sleeve_2', 'component_type_sleeve_2', 'connection_type_sleeve_2', 'name_3', 'component_type_id_3', 'overall_length_threaded_3', 'hex_size_threaded_3', 'thread_size_1_threaded_3', 'thread_pitch_1_threaded_3', 'nominal_size_2_threaded_3', 'unique_feature_threaded_3', 'orientation_threaded_3', 'weight_threaded_3', 'component_type_threaded_3', 'end_form_1_threaded_3', 'end_form_2_threaded_3', 'connection_type_1_threaded_3', 'spec1', 'spec2', 'spec3')",1,68
613,"('tube_assembly_id', 'supplier', 'quote_date', 'annual_usage', 'min_order_quantity', 'bracket_pricing', 'quantity', 'material_id', 'diameter', 'wall', 'length', 'num_bends', 'bend_radius', 'end_a_1x', 'end_a_2x', 'end_x_1x', 'end_x_2x', 'end_a', 'end_x', 'num_boss', 'num_bracket', 'other', 'end_a_forming', 'end_x_forming', 'component_id_1', 'quantity_1', 'component_id_2', 'quantity_2', 'component_id_3', 'quantity_3', 'name_1', 'component_type_id_1', 'length_sleeve_1', 'intended_nut_thread_sleeve_1', 'intended_nut_pitch_sleeve_1', 'unique_feature_sleeve_1', 'plating_sleeve_1', 'orientation_sleeve_1', 'weight_sleeve_1', 'component_type_sleeve_1', 'connection_type_sleeve_1', 'name_2', 'component_type_id_2', 'overall_length_threaded_2', 'hex_size_threaded_2', 'thread_size_1_threaded_2', 'thread_pitch_1_threaded_2', 'nominal_size_2_threaded_2', 'unique_feature_threaded_2', 'orientation_threaded_2', 'weight_threaded_2', 'component_type_threaded_2', 'end_form_1_threaded_2', 'end_form_2_threaded_2', 'connection_type_1_threaded_2', 'name_3', 'component_type_id_3', 'hex_nut_size_nut_3', 'length_nut_3', 'thread_size_nut_3', 'thread_pitch_nut_3', 'orientation_nut_3', 'weight_nut_3', 'component_type_nut_3', 'spec1', 'spec2', 'spec3', 'spec4', 'spec5', 'spec6', 'spec7')",1,71
614,"('tube_assembly_id', 'supplier', 'quote_date', 'annual_usage', 'min_order_quantity', 'bracket_pricing', 'quantity', 'material_id', 'diameter', 'wall', 'length', 'num_bends', 'bend_radius', 'end_a_1x', 'end_a_2x', 'end_x_1x', 'end_x_2x', 'end_a', 'end_x', 'num_boss', 'num_bracket', 'other', 'end_a_forming', 'end_x_forming', 'component_id_1', 'quantity_1', 'component_id_2', 'quantity_2', 'component_id_3', 'quantity_3', 'name_1', 'component_type_id_1', 'part_name_other_1', 'weight_other_1', 'name_2', 'component_type_id_2', 'bolt_pattern_long_elbow_2', 'bolt_pattern_wide_elbow_2', 'extension_length_elbow_2', 'thickness_elbow_2', 'drop_length_elbow_2', 'elbow_angle_elbow_2', 'groove_elbow_2', 'unique_feature_elbow_2', 'orientation_elbow_2', 'weight_elbow_2', 'component_type_elbow_2', 'name_3', 'component_type_id_3', 'bolt_pattern_long_elbow_3', 'bolt_pattern_wide_elbow_3', 'extension_length_elbow_3', 'overall_length_elbow_3', 'thickness_elbow_3', 'drop_length_elbow_3', 'elbow_angle_elbow_3', 'groove_elbow_3', 'unique_feature_elbow_3', 'orientation_elbow_3', 'weight_elbow_3', 'component_type_elbow_3')",1,61
615,"('tube_assembly_id', 'supplier', 'quote_date', 'annual_usage', 'min_order_quantity', 'bracket_pricing', 'quantity', 'material_id', 'diameter', 'wall', 'length', 'num_bends', 'bend_radius', 'end_a_1x', 'end_a_2x', 'end_x_1x', 'end_x_2x', 'end_a', 'end_x', 'num_boss', 'num_bracket', 'other', 'end_a_forming', 'end_x_forming', 'component_id_1', 'quantity_1', 'component_id_2', 'quantity_2', 'name_1', 'component_type_id_1', 'bolt_pattern_long_straight_1', 'thickness_straight_1', 'groove_straight_1', 'unique_feature_straight_1', 'orientation_straight_1', 'weight_straight_1', 'component_type_straight_1', 'name_2', 'component_type_id_2', 'adaptor_angle_threaded_2', 'length_1_threaded_2', 'thread_size_1_threaded_2', 'thread_pitch_1_threaded_2', 'length_2_threaded_2', 'nominal_size_2_threaded_2', 'unique_feature_threaded_2', 'orientation_threaded_2', 'weight_threaded_2', 'component_type_threaded_2', 'end_form_1_threaded_2', 'end_form_2_threaded_2', 'connection_type_1_threaded_2')",1,52
616,"('tube_assembly_id', 'supplier', 'quote_date', 'annual_usage', 'min_order_quantity', 'bracket_pricing', 'quantity', 'material_id', 'diameter', 'wall', 'length', 'num_bends', 'bend_radius', 'end_a_1x', 'end_a_2x', 'end_x_1x', 'end_x_2x', 'end_a', 'end_x', 'num_boss', 'num_bracket', 'other', 'end_a_forming', 'end_x_forming', 'component_id_1', 'quantity_1', 'component_id_2', 'quantity_2', 'component_id_3', 'quantity_3', 'component_id_4', 'quantity_4', 'name_1', 'component_type_id_1', 'part_name_other_1', 'weight_other_1', 'name_2', 'component_type_id_2', 'connection_type_id_boss_2', 'height_over_tube_boss_2', 'bolt_pattern_long_boss_2', 'bolt_pattern_wide_boss_2', 'groove_boss_2', 'unique_feature_boss_2', 'orientation_boss_2', 'weight_boss_2', 'component_type_boss_2', 'name_3', 'component_type_id_3', 'bolt_pattern_long_elbow_3', 'bolt_pattern_wide_elbow_3', 'extension_length_elbow_3', 'overall_length_elbow_3', 'thickness_elbow_3', 'drop_length_elbow_3', 'elbow_angle_elbow_3', 'groove_elbow_3', 'unique_feature_elbow_3', 'orientation_elbow_3', 'weight_elbow_3', 'component_type_elbow_3', 'name_4', 'component_type_id_4', 'bolt_pattern_long_straight_4', 'bolt_pattern_wide_straight_4', 'thickness_straight_4', 'groove_straight_4', 'unique_feature_straight_4', 'orientation_straight_4', 'weight_straight_4', 'component_type_straight_4')",1,71
617,"('tube_assembly_id', 'supplier', 'quote_date', 'annual_usage', 'min_order_quantity', 'bracket_pricing', 'quantity', 'material_id', 'diameter', 'wall', 'length', 'num_bends', 'bend_radius', 'end_a_1x', 'end_a_2x', 'end_x_1x', 'end_x_2x', 'end_a', 'end_x', 'num_boss', 'num_bracket', 'other', 'end_a_forming', 'end_x_forming', 'component_id_1', 'quantity_1', 'component_id_2', 'quantity_2', 'component_id_3', 'quantity_3', 'name_1', 'component_type_id_1', 'hex_nut_size_nut_1', 'length_nut_1', 'thread_size_nut_1', 'thread_pitch_nut_1', 'orientation_nut_1', 'weight_nut_1', 'component_type_nut_1', 'name_2', 'component_type_id_2', 'length_sleeve_2', 'intended_nut_thread_sleeve_2', 'intended_nut_pitch_sleeve_2', 'unique_feature_sleeve_2', 'plating_sleeve_2', 'orientation_sleeve_2', 'weight_sleeve_2', 'component_type_sleeve_2', 'connection_type_sleeve_2', 'name_3', 'component_type_id_3', 'bolt_pattern_long_straight_3', 'thickness_straight_3', 'groove_straight_3', 'unique_feature_straight_3', 'orientation_straight_3', 'weight_straight_3', 'component_type_straight_3', 'spec1', 'spec2', 'spec3', 'spec4', 'spec5', 'spec6', 'spec7')",1,66
618,"('tube_assembly_id', 'supplier', 'quote_date', 'annual_usage', 'min_order_quantity', 'bracket_pricing', 'quantity', 'material_id', 'diameter', 'wall', 'length', 'num_bends', 'bend_radius', 'end_a_1x', 'end_a_2x', 'end_x_1x', 'end_x_2x', 'end_a', 'end_x', 'num_boss', 'num_bracket', 'other', 'end_x_forming', 'component_id_1', 'quantity_1', 'component_id_2', 'quantity_2', 'component_id_3', 'quantity_3', 'name_1', 'component_type_id_1', 'part_name_other_1', 'weight_other_1', 'name_2', 'component_type_id_2', 'part_name_other_2', 'weight_other_2', 'name_3', 'component_type_id_3', 'part_name_other_3', 'weight_other_3')",1,41
619,"('tube_assembly_id', 'supplier', 'quote_date', 'annual_usage', 'min_order_quantity', 'bracket_pricing', 'quantity', 'material_id', 'diameter', 'wall', 'length', 'num_bends', 'bend_radius', 'end_a_1x', 'end_a_2x', 'end_x_1x', 'end_x_2x', 'end_a', 'end_x', 'num_boss', 'num_bracket', 'other', 'end_a_forming', 'end_x_forming', 'component_id_1', 'quantity_1', 'component_id_2', 'quantity_2', 'component_id_3', 'quantity_3', 'name_1', 'component_type_id_1', 'part_name_other_1', 'weight_other_1', 'name_2', 'component_type_id_2', 'head_diameter_straight_2', 'thickness_straight_2', 'groove_straight_2', 'unique_feature_straight_2', 'orientation_straight_2', 'weight_straight_2', 'component_type_straight_2', 'name_3', 'component_type_id_3', 'part_name_other_3', 'weight_other_3')",1,47
620,"('tube_assembly_id', 'supplier', 'quote_date', 'annual_usage', 'min_order_quantity', 'bracket_pricing', 'quantity', 'material_id', 'diameter', 'wall', 'length', 'num_bends', 'bend_radius', 'end_a_1x', 'end_a_2x', 'end_x_1x', 'end_x_2x', 'end_a', 'end_x', 'num_boss', 'num_bracket', 'other', 'end_a_forming', 'end_x_forming', 'component_id_1', 'quantity_1', 'component_id_2', 'quantity_2', 'component_id_3', 'quantity_3', 'name_1', 'component_type_id_1', 'hex_nut_size_nut_1', 'length_nut_1', 'thread_size_nut_1', 'thread_pitch_nut_1', 'orientation_nut_1', 'weight_nut_1', 'component_type_nut_1', 'name_2', 'component_type_id_2', 'length_sleeve_2', 'intended_nut_thread_sleeve_2', 'intended_nut_pitch_sleeve_2', 'unique_feature_sleeve_2', 'plating_sleeve_2', 'orientation_sleeve_2', 'weight_sleeve_2', 'component_type_sleeve_2', 'connection_type_sleeve_2', 'name_3', 'component_type_id_3', 'type_boss_3', 'connection_type_id_boss_3', 'outside_shape_boss_3', 'base_type_boss_3', 'height_over_tube_boss_3', 'groove_boss_3', 'unique_feature_boss_3', 'orientation_boss_3', 'weight_boss_3', 'component_type_boss_3', 'spec1', 'spec2', 'spec3', 'spec4', 'spec5')",1,67
621,"('tube_assembly_id', 'supplier', 'quote_date', 'annual_usage', 'min_order_quantity', 'bracket_pricing', 'quantity', 'material_id', 'diameter', 'wall', 'length', 'num_bends', 'bend_radius', 'end_a_1x', 'end_a_2x', 'end_x_1x', 'end_x_2x', 'end_a', 'end_x', 'num_boss', 'num_bracket', 'other', 'end_a_forming', 'end_x_forming', 'component_id_1', 'quantity_1', 'component_id_2', 'quantity_2', 'component_id_3', 'quantity_3', 'name_1', 'component_type_id_1', 'part_name_other_1', 'weight_other_1', 'name_2', 'component_type_id_2', 'bolt_pattern_long_straight_2', 'bolt_pattern_wide_straight_2', 'thickness_straight_2', 'groove_straight_2', 'unique_feature_straight_2', 'orientation_straight_2', 'weight_straight_2', 'component_type_straight_2', 'name_3', 'component_type_id_3', 'part_name_other_3', 'weight_other_3', 'spec1', 'spec2', 'spec3')",1,51
622,"('tube_assembly_id', 'supplier', 'quote_date', 'annual_usage', 'min_order_quantity', 'bracket_pricing', 'quantity', 'material_id', 'diameter', 'wall', 'length', 'num_bends', 'bend_radius', 'end_a_1x', 'end_a_2x', 'end_x_1x', 'end_x_2x', 'end_a', 'end_x', 'num_boss', 'num_bracket', 'other', 'end_a_forming', 'end_x_forming', 'component_id_1', 'quantity_1', 'name_1', 'component_type_id_1', 'length_nut_1', 'thread_size_nut_1', 'thread_pitch_nut_1', 'diameter_nut_1', 'blind_hole_nut_1', 'orientation_nut_1', 'weight_nut_1', 'component_type_nut_1', 'spec1', 'spec2', 'spec3', 'spec4')",1,40
623,"('tube_assembly_id', 'supplier', 'quote_date', 'annual_usage', 'min_order_quantity', 'bracket_pricing', 'quantity', 'material_id', 'diameter', 'wall', 'length', 'num_bends', 'bend_radius', 'end_a_1x', 'end_a_2x', 'end_x_1x', 'end_x_2x', 'end_a', 'end_x', 'num_boss', 'num_bracket', 'other', 'end_a_forming', 'end_x_forming', 'component_id_1', 'quantity_1', 'component_id_2', 'quantity_2', 'component_id_3', 'quantity_3', 'component_id_4', 'quantity_4', 'name_1', 'component_type_id_1', 'part_name_other_1', 'weight_other_1', 'name_2', 'component_type_id_2', 'part_name_other_2', 'weight_other_2', 'name_3', 'component_type_id_3', 'hex_nut_size_nut_3', 'seat_angle_nut_3', 'length_nut_3', 'thread_size_nut_3', 'thread_pitch_nut_3', 'orientation_nut_3', 'weight_nut_3', 'component_type_nut_3', 'name_4', 'component_type_id_4', 'length_sleeve_4', 'intended_nut_thread_sleeve_4', 'intended_nut_pitch_sleeve_4', 'unique_feature_sleeve_4', 'plating_sleeve_4', 'orientation_sleeve_4', 'weight_sleeve_4', 'component_type_sleeve_4', 'connection_type_sleeve_4', 'spec1', 'spec2', 'spec3', 'spec4')",1,65
624,"('tube_assembly_id', 'supplier', 'quote_date', 'annual_usage', 'min_order_quantity', 'bracket_pricing', 'quantity', 'material_id', 'diameter', 'wall', 'length', 'num_bends', 'bend_radius', 'end_a_1x', 'end_a_2x', 'end_x_1x', 'end_x_2x', 'end_a', 'end_x', 'num_boss', 'num_bracket', 'other', 'end_a_forming', 'end_x_forming', 'component_id_1', 'quantity_1', 'component_id_2', 'quantity_2', 'component_id_3', 'quantity_3', 'name_1', 'component_type_id_1', 'length_sleeve_1', 'intended_nut_thread_sleeve_1', 'intended_nut_pitch_sleeve_1', 'unique_feature_sleeve_1', 'plating_sleeve_1', 'orientation_sleeve_1', 'weight_sleeve_1', 'component_type_sleeve_1', 'connection_type_sleeve_1', 'name_2', 'component_type_id_2', 'hex_nut_size_nut_2', 'seat_angle_nut_2', 'length_nut_2', 'thread_size_nut_2', 'thread_pitch_nut_2', 'orientation_nut_2', 'weight_nut_2', 'component_type_nut_2', 'name_3', 'component_type_id_3', 'overall_length_threaded_3', 'hex_size_threaded_3', 'thread_size_1_threaded_3', 'thread_pitch_1_threaded_3', 'nominal_size_2_threaded_3', 'unique_feature_threaded_3', 'orientation_threaded_3', 'weight_threaded_3', 'component_type_threaded_3', 'end_form_1_threaded_3', 'end_form_2_threaded_3', 'connection_type_1_threaded_3', 'spec1', 'spec2', 'spec3', 'spec4')",1,69
625,"('tube_assembly_id', 'supplier', 'quote_date', 'annual_usage', 'min_order_quantity', 'bracket_pricing', 'quantity', 'material_id', 'diameter', 'wall', 'length', 'num_bends', 'bend_radius', 'end_a_1x', 'end_a_2x', 'end_x_1x', 'end_x_2x', 'end_a', 'end_x', 'num_boss', 'num_bracket', 'other', 'end_a_forming', 'end_x_forming', 'component_id_1', 'quantity_1', 'component_id_2', 'quantity_2', 'name_1', 'component_type_id_1', 'type_boss_1', 'connection_type_id_boss_1', 'outside_shape_boss_1', 'base_type_boss_1', 'height_over_tube_boss_1', 'groove_boss_1', 'unique_feature_boss_1', 'orientation_boss_1', 'weight_boss_1', 'component_type_boss_1', 'name_2', 'component_type_id_2', 'type_boss_2', 'connection_type_id_boss_2', 'outside_shape_boss_2', 'base_type_boss_2', 'height_over_tube_boss_2', 'groove_boss_2', 'base_diameter_boss_2', 'unique_feature_boss_2', 'orientation_boss_2', 'weight_boss_2', 'component_type_boss_2', 'spec1', 'spec2', 'spec3')",1,56
626,"('tube_assembly_id', 'supplier', 'quote_date', 'annual_usage', 'min_order_quantity', 'bracket_pricing', 'quantity', 'material_id', 'diameter', 'wall', 'length', 'num_bends', 'bend_radius', 'end_a_1x', 'end_a_2x', 'end_x_1x', 'end_x_2x', 'end_a', 'end_x', 'num_boss', 'num_bracket', 'other', 'end_x_forming', 'component_id_1', 'quantity_1', 'component_id_2', 'quantity_2', 'name_1', 'component_type_id_1', 'type_boss_1', 'connection_type_id_boss_1', 'outside_shape_boss_1', 'base_type_boss_1', 'height_over_tube_boss_1', 'groove_boss_1', 'base_diameter_boss_1', 'shoulder_diameter_boss_1', 'unique_feature_boss_1', 'orientation_boss_1', 'weight_boss_1', 'component_type_boss_1', 'name_2', 'component_type_id_2', 'part_name_other_2', 'weight_other_2', 'spec1', 'spec2', 'spec3', 'spec4')",1,49
627,"('tube_assembly_id', 'supplier', 'quote_date', 'annual_usage', 'min_order_quantity', 'bracket_pricing', 'quantity', 'material_id', 'diameter', 'wall', 'length', 'num_bends', 'bend_radius', 'end_a_1x', 'end_a_2x', 'end_x_1x', 'end_x_2x', 'end_a', 'end_x', 'num_boss', 'num_bracket', 'other', 'end_a_forming', 'end_x_forming', 'component_id_1', 'quantity_1', 'component_id_2', 'quantity_2', 'name_1', 'component_type_id_1', 'bolt_pattern_long_elbow_1', 'bolt_pattern_wide_elbow_1', 'extension_length_elbow_1', 'overall_length_elbow_1', 'thickness_elbow_1', 'drop_length_elbow_1', 'elbow_angle_elbow_1', 'groove_elbow_1', 'unique_feature_elbow_1', 'orientation_elbow_1', 'weight_elbow_1', 'component_type_elbow_1', 'name_2', 'component_type_id_2', 'bolt_pattern_long_straight_2', 'bolt_pattern_wide_straight_2', 'thickness_straight_2', 'groove_straight_2', 'unique_feature_straight_2', 'orientation_straight_2', 'weight_straight_2', 'component_type_straight_2', 'spec1', 'spec2', 'spec3', 'spec4', 'spec5', 'spec6')",1,58
628,"('tube_assembly_id', 'supplier', 'quote_date', 'annual_usage', 'min_order_quantity', 'bracket_pricing', 'quantity', 'material_id', 'diameter', 'wall', 'length', 'num_bends', 'bend_radius', 'end_a_1x', 'end_a_2x', 'end_x_1x', 'end_x_2x', 'end_a', 'end_x', 'num_boss', 'num_bracket', 'other', 'end_a_forming', 'end_x_forming', 'component_id_1', 'quantity_1', 'component_id_2', 'quantity_2', 'name_1', 'component_type_id_1', 'type_boss_1', 'connection_type_id_boss_1', 'outside_shape_boss_1', 'base_type_boss_1', 'height_over_tube_boss_1', 'groove_boss_1', 'base_diameter_boss_1', 'unique_feature_boss_1', 'orientation_boss_1', 'weight_boss_1', 'component_type_boss_1', 'name_2', 'component_type_id_2', 'part_name_other_2', 'weight_other_2', 'spec1', 'spec2', 'spec3', 'spec4')",1,49
629,"('tube_assembly_id', 'supplier', 'quote_date', 'annual_usage', 'min_order_quantity', 'bracket_pricing', 'quantity', 'material_id', 'diameter', 'wall', 'length', 'num_bends', 'bend_radius', 'end_a_1x', 'end_a_2x', 'end_x_1x', 'end_x_2x', 'end_a', 'end_x', 'num_boss', 'num_bracket', 'other', 'end_a_forming', 'end_x_forming', 'component_id_1', 'quantity_1', 'component_id_2', 'quantity_2', 'name_1', 'component_type_id_1', 'part_name_other_1', 'weight_other_1', 'name_2', 'component_type_id_2', 'part_name_other_2', 'weight_other_2', 'spec1', 'spec2', 'spec3', 'spec4', 'spec5', 'spec6', 'spec7', 'spec8', 'spec9', 'spec10')",1,46
630,"('tube_assembly_id', 'supplier', 'quote_date', 'annual_usage', 'min_order_quantity', 'bracket_pricing', 'quantity', 'material_id', 'diameter', 'wall', 'length', 'num_bends', 'bend_radius', 'end_a_1x', 'end_a_2x', 'end_x_1x', 'end_x_2x', 'end_a', 'end_x', 'num_boss', 'num_bracket', 'other', 'end_a_forming', 'end_x_forming', 'component_id_1', 'quantity_1', 'component_id_2', 'quantity_2', 'component_id_3', 'quantity_3', 'component_id_4', 'quantity_4', 'name_1', 'component_type_id_1', 'overall_length_elbow_1', 'plug_diameter_elbow_1', 'groove_elbow_1', 'unique_feature_elbow_1', 'orientation_elbow_1', 'weight_elbow_1', 'component_type_elbow_1', 'name_2', 'component_type_id_2', 'bolt_pattern_long_elbow_2', 'bolt_pattern_wide_elbow_2', 'extension_length_elbow_2', 'overall_length_elbow_2', 'thickness_elbow_2', 'drop_length_elbow_2', 'mj_class_code_elbow_2', 'mj_plug_class_code_elbow_2', 'groove_elbow_2', 'unique_feature_elbow_2', 'orientation_elbow_2', 'weight_elbow_2', 'component_type_elbow_2', 'name_3', 'component_type_id_3', 'bolt_pattern_long_straight_3', 'bolt_pattern_wide_straight_3', 'thickness_straight_3', 'mj_class_code_straight_3', 'groove_straight_3', 'unique_feature_straight_3', 'orientation_straight_3', 'weight_straight_3', 'component_type_straight_3', 'name_4', 'component_type_id_4', 'part_name_other_4', 'weight_other_4')",1,71
631,"('tube_assembly_id', 'supplier', 'quote_date', 'annual_usage', 'min_order_quantity', 'bracket_pricing', 'quantity', 'material_id', 'diameter', 'wall', 'length', 'num_bends', 'bend_radius', 'end_a_1x', 'end_a_2x', 'end_x_1x', 'end_x_2x', 'end_a', 'end_x', 'num_boss', 'num_bracket', 'other', 'end_a_forming', 'component_id_1', 'quantity_1', 'component_id_2', 'quantity_2', 'component_id_3', 'quantity_3', 'name_1', 'component_type_id_1', 'hex_nut_size_nut_1', 'length_nut_1', 'thread_size_nut_1', 'thread_pitch_nut_1', 'orientation_nut_1', 'weight_nut_1', 'component_type_nut_1', 'name_2', 'component_type_id_2', 'length_sleeve_2', 'intended_nut_thread_sleeve_2', 'intended_nut_pitch_sleeve_2', 'unique_feature_sleeve_2', 'plating_sleeve_2', 'orientation_sleeve_2', 'weight_sleeve_2', 'component_type_sleeve_2', 'connection_type_sleeve_2', 'name_3', 'component_type_id_3', 'overall_length_threaded_3', 'hex_size_threaded_3', 'thread_size_1_threaded_3', 'thread_pitch_1_threaded_3', 'nominal_size_2_threaded_3', 'unique_feature_threaded_3', 'orientation_threaded_3', 'weight_threaded_3', 'component_type_threaded_3', 'end_form_1_threaded_3', 'end_form_2_threaded_3', 'connection_type_1_threaded_3', 'spec1', 'spec2', 'spec3')",1,66
632,"('tube_assembly_id', 'supplier', 'quote_date', 'annual_usage', 'min_order_quantity', 'bracket_pricing', 'quantity', 'material_id', 'diameter', 'wall', 'length', 'num_bends', 'bend_radius', 'end_a_1x', 'end_a_2x', 'end_x_1x', 'end_x_2x', 'end_a', 'end_x', 'num_boss', 'num_bracket', 'other', 'end_a_forming', 'end_x_forming', 'component_id_1', 'quantity_1', 'name_1', 'component_type_id_1', 'head_diameter_straight_1', 'overall_length_straight_1', 'thickness_straight_1', 'mj_class_code_straight_1', 'groove_straight_1', 'unique_feature_straight_1', 'orientation_straight_1', 'weight_straight_1', 'component_type_straight_1')",1,37
633,"('tube_assembly_id', 'supplier', 'quote_date', 'annual_usage', 'min_order_quantity', 'bracket_pricing', 'quantity', 'material_id', 'diameter', 'wall', 'length', 'num_bends', 'bend_radius', 'end_a_1x', 'end_a_2x', 'end_x_1x', 'end_x_2x', 'end_a', 'end_x', 'num_boss', 'num_bracket', 'other', 'end_a_forming', 'end_x_forming', 'component_id_1', 'quantity_1', 'component_id_2', 'quantity_2', 'name_1', 'component_type_id_1', 'overall_length_elbow_1', 'plug_diameter_elbow_1', 'groove_elbow_1', 'unique_feature_elbow_1', 'orientation_elbow_1', 'weight_elbow_1', 'component_type_elbow_1', 'name_2', 'component_type_id_2', 'bolt_pattern_long_elbow_2', 'bolt_pattern_wide_elbow_2', 'extension_length_elbow_2', 'overall_length_elbow_2', 'thickness_elbow_2', 'drop_length_elbow_2', 'mj_class_code_elbow_2', 'mj_plug_class_code_elbow_2', 'groove_elbow_2', 'unique_feature_elbow_2', 'orientation_elbow_2', 'weight_elbow_2', 'component_type_elbow_2')",1,52
634,"('tube_assembly_id', 'supplier', 'quote_date', 'annual_usage', 'min_order_quantity', 'bracket_pricing', 'quantity', 'material_id', 'diameter', 'wall', 'length', 'num_bends', 'bend_radius', 'end_a_1x', 'end_a_2x', 'end_x_1x', 'end_x_2x', 'end_a', 'end_x', 'num_boss', 'num_bracket', 'other', 'end_a_forming', 'end_x_forming', 'component_id_1', 'quantity_1', 'component_id_2', 'quantity_2', 'name_1', 'component_type_id_1', 'length_sleeve_1', 'intended_nut_thread_sleeve_1', 'intended_nut_pitch_sleeve_1', 'unique_feature_sleeve_1', 'plating_sleeve_1', 'orientation_sleeve_1', 'weight_sleeve_1', 'component_type_sleeve_1', 'connection_type_sleeve_1', 'name_2', 'component_type_id_2', 'hex_nut_size_nut_2', 'length_nut_2', 'thread_size_nut_2', 'thread_pitch_nut_2', 'orientation_nut_2', 'weight_nut_2', 'component_type_nut_2', 'spec1', 'spec2', 'spec3', 'spec4', 'spec5', 'spec6', 'spec7')",1,55
635,"('tube_assembly_id', 'supplier', 'quote_date', 'annual_usage', 'min_order_quantity', 'bracket_pricing', 'quantity', 'material_id', 'diameter', 'wall', 'length', 'num_bends', 'bend_radius', 'end_a_1x', 'end_a_2x', 'end_x_1x', 'end_x_2x', 'end_a', 'end_x', 'num_boss', 'num_bracket', 'other', 'end_a_forming', 'end_x_forming', 'component_id_1', 'quantity_1', 'component_id_2', 'quantity_2', 'name_1', 'component_type_id_1', 'hex_nut_size_nut_1', 'seat_angle_nut_1', 'length_nut_1', 'thread_size_nut_1', 'thread_pitch_nut_1', 'orientation_nut_1', 'weight_nut_1', 'component_type_nut_1', 'name_2', 'component_type_id_2', 'length_sleeve_2', 'intended_nut_thread_sleeve_2', 'intended_nut_pitch_sleeve_2', 'unique_feature_sleeve_2', 'plating_sleeve_2', 'orientation_sleeve_2', 'weight_sleeve_2', 'component_type_sleeve_2', 'connection_type_sleeve_2', 'spec1', 'spec2', 'spec4')",1,52
636,"('tube_assembly_id', 'supplier', 'quote_date', 'annual_usage', 'min_order_quantity', 'bracket_pricing', 'quantity', 'material_id', 'diameter', 'wall', 'length', 'num_bends', 'bend_radius', 'end_a_1x', 'end_a_2x', 'end_x_1x', 'end_x_2x', 'end_a', 'end_x', 'num_boss', 'num_bracket', 'other', 'end_a_forming', 'end_x_forming', 'component_id_1', 'quantity_1', 'name_1', 'component_type_id_1', 'bolt_pattern_long_straight_1', 'thickness_straight_1', 'groove_straight_1', 'unique_feature_straight_1', 'orientation_straight_1', 'weight_straight_1', 'component_type_straight_1', 'spec1', 'spec2', 'spec3', 'spec4', 'spec5', 'spec6')",1,41
637,"('tube_assembly_id', 'supplier', 'quote_date', 'annual_usage', 'min_order_quantity', 'bracket_pricing', 'quantity', 'material_id', 'diameter', 'wall', 'length', 'num_bends', 'bend_radius', 'end_a_1x', 'end_a_2x', 'end_x_1x', 'end_x_2x', 'end_a', 'end_x', 'num_boss', 'num_bracket', 'other', 'end_a_forming', 'end_x_forming', 'component_id_1', 'quantity_1', 'component_id_2', 'quantity_2', 'name_1', 'component_type_id_1', 'head_diameter_straight_1', 'overall_length_straight_1', 'thickness_straight_1', 'groove_straight_1', 'unique_feature_straight_1', 'orientation_straight_1', 'weight_straight_1', 'component_type_straight_1', 'name_2', 'component_type_id_2', 'bolt_pattern_long_straight_2', 'bolt_pattern_wide_straight_2', 'thickness_straight_2', 'mj_class_code_straight_2', 'groove_straight_2', 'unique_feature_straight_2', 'orientation_straight_2', 'weight_straight_2', 'component_type_straight_2', 'spec1', 'spec2', 'spec3', 'spec4', 'spec5', 'spec6', 'spec7')",1,56
